Chr	gene_name	geneStart	geneEnd	exon_count
11	HMBS	119088272	119093282	12
11	HINFP	119126944	119134141	9
11	USP2	119356834	119381516	12
11	POU2F3	120236673	120318391	13
11	CHEK1	125626768	125655319	11
11	CDON	125960941	126023475	19
11	ST3GAL4	126406155	126414046	10
11	ST3GAL4	126406459	126414046	9
11	TP53AIP1	128937491	128937817	1
11	APLP2	130070612	130143447	17
12	SLC6A13	259758	260051	1
12	RHNO1	2885366	2888458	2
12	PRMT8	3381394	3593181	10
12	GAPDH	6536590	6538169	7
12	NOP2	6558027	6567917	15
12	NOP2	6556992	6567917	15
12	NOP2	6556992	6567917	16
12	PIANP	6695425	6698060	4
12	TPI1	6869105	6870382	5
12	PHB2	6965684	6970542	9
12	PRB4	11308238	11310397	4
12	MGST1	16354252	16376163	3
12	LMO3	16551221	16600859	4
12	LMO3	16551221	16604888	4
12	LMO3	16551221	16605812	4
12	PLEKHA5	19129799	19369786	31
12	PLEKHA5	19255057	19369786	23
12	AEBP2	19440704	19518719	9
12	SOX5	23534218	23896022	12
12	SOX5	23534218	23950875	15
12	LMNTD1	25503759	25546509	6
12	ARNTL2	27333072	27420531	16
12	ARNTL2	27333072	27420531	15
12	ARNTL2	27333072	27420531	15
12	ARNTL2	27333072	27420463	14
12	DDX11	31078471	31103835	26
12	CNTN1	40908432	40971512	15
12	TUBA1A	49185009	49186730	3
12	TUBA1A	49185009	49188418	4
12	ASIC1	50073584	50081648	10
12	GPD1	50104050	50109518	8
12	LIMA1	50177063	50200841	5
12	LETMD1	51048356	51059430	9
12	SLC4A8	51450904	51480221	15
12	SLC4A8	51450904	51474512	13
12	KRT8	52897427	52926448	9
12	CSAD	53158510	53173469	14
12	RARG	53211675	53215761	7
12	RARG	53211675	53220215	7
12	ATF7	53543239	53600999	3
12	SMUG1	54181518	54183939	3
12	TESPA1	54961168	54966083	4
12	OR2AP1	55574414	55575343	1
12	CD63	55725560	55727158	6
12	CD63	55725560	55728340	7
12	RAB5B	55986960	55992211	4
12	DCTN2	57530688	57547062	14
12	OS9	57694161	57720908	13
12	OS9	57694161	57720908	14
12	OS9	57694161	57720908	13
12	OS9	57694161	57720908	13
12	USP15	62260414	62335189	7
12	USP15	62260414	62404374	22
12	RAP1B	68648724	68657186	5
12	RAP1B	68648724	68657186	5
12	RAP1B	68648724	68657186	4
12	KCNC2	75043104	75207982	3
12	KCNC2	75041096	75207982	4
12	KCNC2	75043736	75207982	4
12	GLIPR1L2	75391116	75431160	6
12	PPP1R12A	79775928	79934930	24
12	PPP1R12A	79775928	79934930	24
12	LINC01619	91986625	91993402	4
12	LINC01619	91987577	91993402	3
12	NDUFA12	94971597	95003679	3
12	HAL	95974231	95992769	13
12	HAL	95974359	95995909	19
12	LTA4H	96002995	96043374	17
12	LTA4H	96000988	96043374	19
12	MYBPC1	101595070	101685631	30
12	MYBPC1	101595070	101684404	29
12	MYBPC1	101595070	101684404	28
12	MYBPC1	101595070	101684404	28
12	MYBPC1	101595070	101685681	27
12	MYBPC1	101595070	101684404	27
12	TXNRD1	104313271	104348420	12
12	APPL2	105174313	105229147	20
12	APPL2	105174313	105236011	21
12	UBE3B	109483551	109490593	7
12	HVCN1	110649409	110661408	5
12	PPP1CC	110720133	110742706	8
12	PTPN11	112419111	112486632	11
12	PXN	120212313	120265628	11
12	P2RX4	121210164	121233548	13
12	CAMKK2	121240467	121274525	16
12	PSMD9	121888856	121916310	4
12	CLIP1	122272874	122380451	25
12	ABCB9	122929910	122960234	10
12	ABCB9	122921037	122960234	11
12	ABCB9	122924798	122960234	11
12	CDK2AP1	123261735	123267252	3
12	SFSWAP	131711229	131799487	19
13	TSC22D1	44433964	44576073	2
13	DHRS12	51768186	51804108	10
13	ATP7B	51934755	52011336	22
13	DIAPH3	59666583	60163765	26
13	DIAPH3	59666583	60163765	26
13	DIAPH3	59666583	60163765	27
13	DIAPH3	59774168	60163765	27
13	LMO7DN	75871126	75883101	4
13	ACOD1	76948558	76957984	5
13	PROZ	113158660	113172104	9
13	PCID2	113178197	113208052	14
13	PCID2	113178197	113208633	14
14	SLC39A2	20999446	21000131	3
14	SLC7A8	23127176	23143193	7
14	SLC7A8	23127176	23155357	9
14	THTPA	23556757	23558839	2
14	THTPA	23556757	23558729	2
14	SCFD1	30634001	30735608	22
14	AP4S1	31066196	31083608	5
14	AP4S1	31066196	31084881	4
14	CFL2	34712864	34713512	3
14	KIAA0391	35123245	35273565	6
14	KIAA0391	35123530	35273565	7
14	KIAA0391	35127560	35273565	5
14	CTAGE5	39267459	39350263	24
14	CTAGE5	39279471	39350263	21
14	FRMD6	51689836	51728028	13
14	FRMD6	51720104	51728028	4
14	KIAA0586	58427628	58547975	34
14	KIAA0586	58428309	58547931	31
14	KIAA0586	58429418	58547931	31
14	DAAM1	59263477	59368858	24
14	HIF1A	61697850	61747084	15
14	MPP5	67279272	67332955	13
14	RDH11	67678320	67695702	6
14	SLC39A9	69399369	69461701	7
14	SLC39A9	69399369	69458592	6
14	IFT43	75985786	76058767	4
14	SLIRP	77708111	77717560	4
14	STON2	81261781	81398381	6
14	SEL1L	81499443	81533743	8
14	PAPOLA	96502592	96532670	9
14	PAPOLA	96502592	96531695	7
14	ZNF839	102326044	102342178	7
14	TECPR2	102376721	102465303	16
14	RD3L	103940805	103941694	2
14	PACS2	105348574	105394671	23
15	FAN1	30904663	30910839	3
15	TRPM1	31069832	31076920	2
15	TRPM1	31001821	31081354	27
15	TRPM1	31001821	31160958	27
15	ARHGAP11A	32616211	32635937	11
15	RYR3	33311045	33865225	103
15	SLC12A6	34233880	34336679	25
15	ZFYVE19	40807288	40814225	12
15	ZFYVE19	40807589	40814225	10
15	ZFYVE19	40809924	40814225	8
15	NUSAP1	41332957	41380185	11
15	NUSAP1	41332957	41380185	11
15	NUSAP1	41332957	41380185	9
15	MAPKBP1	41775275	41825435	29
15	SERINC4	43794999	43799985	12
15	CEP152	48738248	48805648	26
15	AP4E1	50915450	51002661	19
15	C15orf65	55408768	55418569	2
15	ZNF280D	56700836	56707108	4
15	RNF111	59030822	59094899	13
15	RNF111	59030822	59094899	13
15	VPS13C	61867923	62060373	80
15	TPM1	63042829	63071171	9
15	TPM1	63042829	63071171	9
15	USP3	63504739	63590825	14
15	SNX1	64096013	64138196	15
15	OAZ2	64688703	64703047	6
15	RAB11A	65869585	65887751	5
15	SKOR1	67819703	67833835	15
15	TLE3	70050096	70096797	20
15	LRRC49	70892894	71049611	16
15	BBS4	72724584	72737586	9
15	NEO1	73052675	73302695	28
15	NPTN	73561909	73633214	7
15	NPTN	73561909	73633214	8
15	STOML1	73983936	73989235	5
15	STOML1	73983936	73990820	7
15	STOML1	73983936	73992222	6
15	STOML1	73983936	73992222	6
15	STOML1	73983936	73992222	6
15	PML	73994812	74043179	7
15	STRA6	74180079	74207725	19
15	GOLGA6C	75258598	75270198	18
15	MAN2C1	75355905	75368582	24
15	MAN2C1	75355905	75368582	26
15	MAN2C1	75355905	75368582	26
15	CHRNB4	78624954	78641132	5
15	MORF4L1	78887290	78897066	8
15	ST20-MTHFS	79845209	79907672	3
15	ZFAND6	80120344	80137627	5
15	UBE2Q2L	84172501	84182142	3
15	PDE8A	85064399	85137902	21
15	AGBL1	86143721	87028839	23
15	NTRK3	87876934	88256152	16
15	PGPEP1L	98968477	98969632	2
15	MEF2A	99633119	99712770	8
16	BAIAP3	1338549	1348481	33
16	BAIAP3	1338549	1348481	33
16	EME2	1773227	1776237	8
16	RNF151	1966881	1968924	4
16	NOXO1	1979051	1981178	8
16	SLC9A3R2	2033351	2037983	6
16	TSC2	2048615	2088609	39
16	MLST8	2206085	2208876	8
16	ECI1	2239978	2251565	7
16	PDPK1	2538112	2597671	12
16	KREMEN2	2964520	2968019	9
16	KREMEN2	2964520	2967972	8
16	PKMYT1	2972952	2977013	7
16	PKMYT1	2972952	2979656	8
16	CORO7	4355157	4416517	28
16	CORO7-PAM16	4340318	4416517	31
16	CDIP1	4512571	4514129	4
16	CDIP1	4512571	4514129	4
16	ATF7IP2	10430620	10481898	9
16	CLEC16A	10944717	11126279	21
16	PARN	14436716	14630124	23
16	ABCC6	16221567	16223433	2
16	C16orf52	22008301	22080879	3
16	POLR3E	22302968	22333699	20
16	POLR3E	22302968	22333699	19
16	POLR3E	22302968	22333699	19
16	DCTN5	23641542	23650892	3
16	DCTN5	23641542	23667023	6
16	SLC5A11	24858643	24911532	14
16	SLC5A11	24858643	24911532	13
16	SLC5A11	24862657	24911532	14
16	SLC5A11	24862657	24911532	13
16	IL4R	27341288	27363829	9
16	APOBR	28494681	28498504	4
16	ATXN2L	28823259	28836776	23
16	KIF22	29797026	29805309	13
16	PRRT2	29813054	29814637	2
16	PRRT2	29813054	29813953	1
16	SEZ6L2	29871698	29899018	17
16	TAOK2	29977772	29987979	16
16	HIRIP3	29993499	29995604	5
16	ALDOA	30066897	30070211	9
16	PRSS36	31139137	31150034	14
16	PRSS36	31139137	31150034	15
16	FUS	31180214	31191437	15
16	TP53TG3D	32253353	32254902	2
16	TP53TG3	32686315	32687417	2
16	TP53TG3C	33194293	33195838	2
16	TP53TG3B	33262149	33263251	2
16	NETO2	47083220	47143611	9
16	C16orf97	52026367	52073883	6
16	IRX5	54931198	54933872	3
16	SLC6A2	55671846	55702345	12
16	SLC12A3	56865235	56913404	26
16	NDRG4	58500248	58511575	14
16	NDRG4	58500248	58511575	15
16	NDRG4	58500248	58511575	14
16	CNOT1	58520957	58599336	48
16	BEAN1	66477597	66480924	2
16	BEAN1	66477597	66493440	3
16	CDH16	66908391	66918064	17
16	CDH16	66908391	66918064	16
16	NOL3	67174169	67175096	3
16	LRRC36	67347466	67385088	11
16	WWP2	69787010	69908853	8
16	WWP2	69840133	69939939	20
16	WWP2	69930130	69939939	12
16	DDX19B	70294845	70333581	11
16	NUDT7	77722582	77741651	5
16	NUDT7	77722582	77741949	3
16	WWOX	78133675	78133785	1
16	CENPN	81011939	81028650	9
16	CENPN	81011939	81028650	9
16	CDH13	82627057	83795029	15
16	CDH13	82627092	83795029	14
16	CDH13	82627092	83795029	13
16	TAF1C	84178940	84181782	7
16	TAF1C	84178940	84184987	14
16	MTHFSD	86532010	86555183	8
16	C16orf95	87303056	87317241	7
16	RPL13	89560959	89563041	6
16	DEF8	89954252	89965962	11
16	DEF8	89954252	89965962	11
16	DEF8	89954252	89965962	11
16	DEF8	89955224	89965962	10
17	ABR	1006079	1031740	8
17	SMG6	2061491	2236635	10
17	OR1D5	3062668	3063606	1
17	TRPV3	3513916	3554849	17
17	CYB5D2	4149976	4157081	3
17	ANKFY1	4167778	4263729	25
17	PELP1	4671438	4704260	17
17	ARRB2	4710721	4721038	15
17	ARRB2	4710721	4721038	14
17	ZMYND15	4740548	4745989	13
17	PLD2	4807772	4822863	24
17	NLRP1	5514753	5583956	15
17	ACADVL	7217145	7225096	21
17	TNK1	7382926	7389083	12
17	EIF4A1	7572841	7578370	11
17	CD68	7579677	7581510	6
17	SHBG	7630172	7633351	8
17	AURKB	8204870	8207764	7
17	MYH10	8475803	8623245	42
17	USP43	9645632	9728989	15
17	DHRS7C	9771487	9791283	6
17	GAS7	9917227	10019887	13
17	RASD1	17495527	17496180	2
17	PEMT	17505833	17591625	8
17	FLII	18245137	18258475	30
17	FLII	18245137	18258689	29
17	ZNF286B	18661936	18681650	4
17	FBXW10	18744244	18779297	13
17	PRPSAP2	18865833	18930697	9
17	PRPSAP2	18865833	18930697	8
17	PRPSAP2	18877716	18930697	7
17	B9D1	19337703	19360377	6
17	RNF112	19411408	19416174	14
17	SLC47A2	19678685	19716554	18
17	SPECC1	20156196	20232408	5
17	KSR1	27577530	27621934	19
17	IFT20	28328629	28331984	4
17	IFT20	28328651	28331984	4
17	IFT20	28328651	28332220	5
17	RAB34	28714642	28717265	9
17	C17orf75	32331762	32342138	10
17	HNF1B	37687371	37744883	9
17	IKZF3	39765789	39864125	6
17	IKZF3	39765789	39864125	7
17	IKZF3	39765789	39864125	4
17	IKZF3	39765789	39864125	5
17	IKZF3	39765789	39864125	6
17	IKZF3	39765789	39864125	7
17	IKZF3	39765789	39864125	5
17	THRA	40074488	40093381	9
17	GJD3	40362930	40363814	1
17	KRTAP1-4	41029712	41030077	1
17	RAB5C	42125782	42131616	6
17	AARSD1	42950592	42964439	12
17	ETV4	43528518	43545309	11
17	CCDC103	44900998	44902337	3
17	KIF18B	44926399	44936343	14
17	ARL17B	46339499	46358396	3
17	CALCOCO2	48841707	48863004	13
17	CALCOCO2	48841707	48863004	13
17	CALCOCO2	48841707	48863004	11
17	CALCOCO2	48848099	48863004	11
17	SAMD14	50112892	50124958	9
17	SPATA20	50547208	50555661	16
17	SPATA20	50548337	50555661	15
17	CACNA1G	50561459	50626750	36
17	CACNA1G	50561459	50626750	37
17	CACNA1G	50561459	50626750	35
17	CACNA1G	50561459	50626750	36
17	CACNA1G	50561459	50626750	36
17	CACNA1G	50561459	50626750	37
17	CACNA1G	50561459	50626750	36
17	CACNA1G	50561459	50626750	36
17	CACNA1G	50561459	50626750	35
17	CACNA1G	50561459	50626750	36
17	CACNA1G	50561459	50626750	35
17	CACNA1G	50561459	50626750	35
17	SPAG9	50966271	51046659	27
17	SPAG9	50966271	51120655	30
17	COX11	54961264	54968645	4
17	SRSF1	58005746	58007136	3
17	SEPT4	58520425	58526228	10
17	SEPT4	58520425	58540672	13
17	GDPD1	59220609	59275197	10
17	GDPD1	59220609	59272886	9
17	STRADA	63704024	63728368	9
17	PRR29	63998364	64001760	6
17	PITPNC1	67378154	67692576	10
17	PITPNC1	67378154	67692887	9
17	DNAI2	74281817	74314215	12
17	CD300A	74466703	74484125	6
17	FDXR	74862816	74868564	11
17	FDXR	74862816	74872943	12
17	FDXR	74862816	74872943	12
17	FDXR	74862816	74872943	11
17	FDXR	74862816	74872943	12
17	FDXR	74862816	74872943	13
17	GGA3	75237448	75243503	13
17	MIF4GD	75266739	75270194	6
17	ITGB4	75724703	75757554	38
17	SRP68	76039705	76050486	8
17	SRP68	76039705	76072490	15
17	CEP295NL	78890637	78901827	2
17	CCDC40	80036662	80090398	18
17	CARD14	80181438	80202423	14
17	RNF213	80263681	80393497	67
17	AATK	81118401	81131084	12
17	TSPAN10	79609438	79615323	3
17	ARHGDIA	81868875	81869929	5
17	PCYT2	81904832	81908980	11
17	ASPSCR1	81977646	82017321	17
18	LINC01387	6511500	6590542	6
18	PTPRM	7567818	8406161	33
18	GNAL	11867168	11881134	5
18	CABLES1	23194511	23257366	8
18	TTC39C	24014871	24019922	2
18	AQP4	26856210	26862561	4
18	CHST9	26917327	27142808	4
18	MAPRE2	35041570	35140368	6
18	ATP5A1	46084281	46091839	10
18	RNF165	46447653	46456635	5
18	RPL17-C18orf32	49483591	49491570	6
18	TCF4	55228224	55302483	12
18	TCF4	55228224	55321737	12
18	TCF4	55228224	55321737	12
18	TCF4	55228224	55350981	13
18	TCF4	55228224	55403713	15
18	TCF4	55228224	55510596	17
18	TCF4	55228224	55585351	17
18	TCF4	55228224	55587115	18
18	TCF4	55228224	55635896	20
18	NEDD4L	58044660	58396268	29
18	SERPINB7	63782372	63804634	6
18	ZNF407	74631019	74920711	7
19	BSG	580433	582576	5
19	PLPPR3	812569	821558	7
19	HMHA1	1066025	1086005	23
19	AP3D1	2102172	2151333	32
19	OAZ1	2269598	2273107	6
19	NFIC	3359682	3456599	9
19	HSD11B1L	5684832	5688194	5
19	HSD11B1L	5686985	5687944	4
19	ADGRE1	6887608	6940028	18
19	ADGRE1	6887608	6940028	20
19	ADGRE1	6887608	6940028	20
19	ADGRE1	6887608	6940028	18
19	TGFBR3L	7916267	7918123	5
19	PDE4A	10416942	10467620	16
19	LDLR	11200224	11241991	17
19	LDLR	11089548	11131315	18
19	EPS15L1	16361966	16471944	22
19	EPS15L1	16355704	16471944	24
19	INSL3	17816870	17821505	3
19	TMEM161A	19119929	19138427	10
19	ZNF85	20923400	20942834	4
19	URI1	29923691	30015591	11
19	ZNF382	36607613	36627549	4
19	PPP1R14A	38251317	38256338	3
19	CCER2	38909235	38912157	5
19	C19orf47	40321881	40348513	9
19	ATP1A3	41966936	41993430	23
19	ATP1A3	41966936	41994075	23
19	POU2F2	42092081	42132410	13
19	PINLYP	43581288	43582000	3
19	ZNF155	43990064	43997473	4
19	RPL18	48615371	48619142	6
19	TEAD2	49341323	49355385	8
19	TEAD2	49341323	49360074	11
19	GFY	49426430	49428817	3
19	NR1H2	50377605	50382601	7
19	SPIB	50422479	50428335	3
19	KLK2	50876571	50878558	3
19	C19orf84	51388983	51390511	2
19	KIR3DL2	54850475	54866730	8
19	GP6	55014920	55038235	7
19	DNAAF3	55159061	55165846	10
19	DNAAF3	55159061	55166647	12
19	ZNF865	55613618	55616797	1
19	SMIM17	56645667	56655212	3
19	PEG3	56813674	56824276	7
19	PEG3	56813674	56824276	7
19	ZNF211	57633346	57642180	5
19	ZNF211	57634721	57642180	3
19	ZNF211	57634721	57642180	2
2	COLEC11	3603645	3644117	7
2	COLEC11	3604340	3644117	5
2	COLEC11	3606191	3644117	6
2	COLEC11	3606191	3644117	5
2	COLEC11	3606191	3644117	5
2	COLEC11	3606191	3644117	4
2	CMPK2	6840569	6865695	4
2	CMPK2	6851445	6865695	4
2	NOL10	10572070	10689860	20
2	NOL10	10572070	10689860	20
2	LPIN1	11677647	11824790	22
2	LPIN1	11741419	11783925	9
2	LPIN1	11741419	11824790	20
2	DTNB	25379318	25628360	15
2	OST4	27071348	27071461	1
2	SNX17	27370743	27376718	14
2	GALNT14	30910900	31114810	15
2	GALNT14	30910900	31138085	16
2	MAP4K3	39250617	39436986	33
2	MSH2	47403389	47482948	16
2	CCDC88A	55291710	55419078	33
2	CCT4	61868691	61888506	13
2	WDR92	68134700	68157442	7
2	GFPT1	69326188	69387070	20
2	REG3G	79026093	79028275	4
2	CAPG	85394892	85402144	9
2	USP39	85612325	85648807	12
2	USP39	85616195	85647968	11
2	THNSL2	88173150	88185690	7
2	IL1R2	102008575	102024671	6
2	UXS1	106094025	106129730	9
2	UXS1	106094025	106194240	15
2	TMEM185B	120221923	120222975	1
2	TSN	121755779	121765206	5
2	GYPC	126690268	126696141	3
2	LIMS2	127639280	127642974	6
2	CCDC74B	130139554	130144995	8
2	PLEKHB2	131120941	131146749	6
2	PLEKHB2	131120941	131146772	7
2	PLEKHB2	131120941	131146749	5
2	CCDC74A	131527970	131533397	8
2	KCNJ3	154698775	154854731	2
2	CERS6	168456448	168769661	11
2	CYBRD1	171522272	171554826	4
2	ATF2	175074608	175130161	10
2	ATF2	175074608	175130184	11
2	ATF2	175114685	175136442	6
2	PPP1R1C	181986110	182117294	5
2	PDE1A	182168246	182426629	14
2	GULP1	188477702	188593960	11
2	GULP1	188477702	188594010	7
2	GLS	190881084	190932861	15
2	NABP1	191681955	191685767	4
2	CDK15	201806664	201888463	13
2	CDK15	201806664	201890893	13
2	CD28	203706696	203734911	3
2	STK36	218672829	218702008	26
2	CUL3	224474244	224585008	15
2	DIS3L2	232014927	232343574	13
2	DIS3L2	232014927	232130766	6
2	CHRND	232526215	232535311	11
2	EFHD1	232606159	232681718	4
2	AGAP1	235494686	235852852	10
2	KIF1A	240717363	240797751	48
2	PASK	241114943	241143031	13
2	PASK	241106565	241143031	17
2	HDLBP	241229600	241267647	26
20	TGM6	2380968	2432533	12
20	ITPA	3209551	3223461	6
20	C20orf27	3754057	3760099	5
20	ACSS1	25007761	25032435	13
20	ACSS1	25006859	25058101	12
20	VSX1	25071934	25082095	4
20	VSX1	25071920	25082095	5
20	ITCH	34393811	34507793	24
20	ITCH	34412632	34507793	21
20	EPB41L1	36173777	36229339	21
20	TGIF2-C20orf24	36578774	36612050	4
20	CSE1L	49058463	49096437	23
20	SLC9A8	49812922	49887935	16
20	UBE2V1	50082767	50113127	3
20	CTCFL	57500252	57519344	8
20	CTCFL	57507582	57523205	8
20	CTCFL	57507582	57524204	6
20	CTCFL	57498549	57524204	9
20	CTCFL	57496249	57524204	11
20	CTCFL	57500252	57524204	10
20	CTCFL	57507795	57524204	9
20	PRELID3B	59035006	59042729	5
20	CDH4	61743615	61936942	14
20	TPD52L2	63865365	63889944	6
21	SAMSN1	14485911	14582395	8
21	JAM2	25639821	25714304	10
21	JAM2	25639821	25714671	9
21	ERG	38383402	38423520	7
21	TMPRSS3	42372761	42395416	12
21	UBASH3A	42403945	42447119	12
22	TRMT2A	20112773	20116905	12
22	ZNF74	20394628	20405655	4
22	UBE2L3	21549449	21621668	4
22	UBE2L3	21567744	21621668	3
22	SPECC1L	24302231	24414622	14
22	LIF	30243813	30246694	2
22	SEC14L3	30460020	30468790	9
22	SEC14L3	30460020	30470074	9
22	PES1	30577045	30591832	15
22	SFI1	31508284	31618417	30
22	SFI1	31508284	31618417	30
22	SLC5A1	32068504	32110212	11
22	FBXO7	32479200	32498529	8
22	APOBEC3B	38982453	38992444	8
22	PARVB	44069161	44168677	13
22	PARVG	44568882	44582524	4
22	PARVG	44579209	44582524	3
22	TYMP	50525769	50529708	9
3	CHL1	319776	405710	25
3	IL5RA	3070265	3104983	9
3	SETMAR	4303370	4317245	4
3	SSUH2	8619867	8644757	12
3	MKRN2OS	12540192	12545463	4
3	PP2D1	19985379	20012071	3
3	RPL15	23917859	23921674	4
3	SLC4A7	27376763	27456682	24
3	SLC4A7	27376763	27484125	25
3	CNOT10	32685460	32773610	18
3	CNOT10	32695625	32773610	19
3	ARPP21	35681751	35793957	18
3	ARPP21	35681751	35793957	17
3	ZNF620	40515936	40516862	1
3	TRAK1	42149535	42202900	12
3	VIPR1	42502770	42536280	12
3	VIPR1	42513793	42536280	12
3	VIPR1	42525967	42536280	8
3	CCDC51	48432407	48433855	2
3	C3orf84	49177635	49191770	4
3	USP4	49312366	49340023	7
3	MST1R	49887306	49903608	19
3	TKT	53225755	53255941	15
3	WNT5A	55470091	55480878	4
3	DNASE1L3	58192686	58210905	7
3	FOXP1	70959246	71130682	16
3	FOXP1	70959246	71198380	14
3	FOXP1	70959246	71198380	16
3	CHMP2B	87227553	87253821	5
3	ALCAM	105367408	105571938	14
3	NECTIN3	111072017	111133691	6
3	NECTIN3	111072419	111193378	9
3	QTRT2	114056849	114085903	9
3	QTRT2	114056849	114085903	6
3	QTRT2	114070661	114085903	5
3	GOLGB1	121664479	121730970	21
3	SEMA5B	122910142	122976122	23
3	MYLK	123614104	123620293	3
3	ALDH1L1	126103790	126160978	20
3	ALDH1L1	126103790	126180967	23
3	MGLL	127692197	127822317	7
3	ARMC8	138187554	138295891	21
3	ARMC8	138187554	138295891	21
3	MRAS	138397358	138402268	4
3	TRPC1	142724559	142806234	13
3	ZIC4	147388858	147402796	3
3	ARHGEF26	154121992	154254791	13
3	PQLC2L	157553257	157578283	3
3	ECT2	172754530	172820236	24
3	PEX5L	179801827	179875405	10
3	PEX5L	179801827	179898209	12
3	PEX5L	179801827	179898209	13
3	PEX5L	179801827	180036598	13
3	PEX5L	179801827	180036598	14
3	PEX5L	179801827	180036598	15
3	PEX5L	179801827	180036598	14
3	HTR3E	184097529	184106692	9
3	HTR3E	184097529	184106692	8
3	HTR3E	184100372	184106692	7
3	HTR3E	184100372	184106692	7
3	TRA2B	185917714	185925495	7
4	FAM193A	2631004	2731867	18
4	FAM193A	2631004	2731867	18
4	FAM193A	2631004	2720033	17
4	PACRGL	20704481	20727340	8
4	PACRGL	20704481	20727294	6
4	TBC1D1	37902095	38137334	20
4	SRP72	56467635	56501860	17
4	THEGL	56530676	56603322	9
4	IGFBP7	57032414	57110350	4
4	UGT2A1	69589371	69647643	6
4	UGT2A1	69589371	69647643	6
4	MOB1B	70950782	70982056	6
4	RASSF6	73576234	73611794	9
4	RASSF6	73576234	73620499	10
4	FAM47E	76217607	76283457	7
4	FAM47E-STBD1	76251746	76309172	7
4	COPS4	83035224	83075352	9
4	ABCG2	88092355	88139994	15
4	FAM13A	88728532	88823003	16
4	FAM13A	88728532	88823003	17
4	FAM13A	88728532	88823003	17
4	SMARCAD1	94264715	94289533	15
4	PDLIM5	94455288	94456557	2
4	PDLIM5	94455288	94664066	16
4	PDLIM5	94455288	94666025	14
4	PDLIM5	95496841	95585217	9
4	BMPR1B	95051699	95154672	11
4	LAMTOR3	99881993	99893962	6
4	OSTC	108650655	108667256	5
4	COL25A1	108824089	109302018	33
4	ALPK1	112377856	112441209	13
4	LARP7	112644469	112657326	13
4	TNIP3	121132647	121216481	12
4	TNIP3	121132647	121227386	13
4	EDNRA	147532632	147542617	5
4	LRBA	150265721	151014641	56
4	RXFP1	158521976	158652054	16
4	RXFP1	158521976	158652054	17
4	SPOCK3	166734920	167234172	7
4	CLCN3	169635928	169719996	11
4	HPGD	174491955	174508752	4
4	HPGD	174491955	174522450	5
4	HPGD	174492083	174522450	5
4	GPM6A	175634904	175787350	7
5	PDCD6	271720	314514	6
5	PDCD6	271720	314417	4
5	FAM173B	10227440	10249872	4
5	TARS	33441086	33467707	20
5	SKP2	36166633	36182030	6
5	FYB	39107442	39270570	19
5	DAB2	39375018	39394319	12
5	SLC38A9	55626493	55672618	13
5	SLC38A9	55626493	55691219	13
5	KIF2A	62308507	62385568	20
5	TRAPPC13	65625060	65664610	12
5	ERBIN	65992718	66078529	23
5	ERBIN	65992718	66078529	24
5	ERBIN	65992718	66078529	24
5	ERBIN	65992718	66078529	22
5	SLC30A5	69094255	69104044	3
5	MARVELD2	69419385	69441653	5
5	ARHGEF28	73813588	73941012	28
5	ENC1	74634715	74636265	1
5	F2RL2	76617581	76618639	1
5	SSBP2	81420503	81751041	15
5	SSBP2	81420503	81751041	16
5	SSBP2	81420503	81751041	16
5	SSBP2	81420503	81751041	16
5	SNCAIP	122391180	122463574	9
5	SLC12A2	128083954	128186630	26
5	KIAA1024L	129748190	129765062	3
5	SEC24A	134649076	134693092	13
5	KLHL3	137622097	137698402	12
5	KLHL3	137622097	137720501	14
5	PKD2L2	137889491	137936409	12
5	PKD2L2	137889491	137936409	14
5	SLC4A9	140360236	140372797	21
5	SLC4A9	140360236	140372797	20
5	SLC4A9	140360236	140372797	21
5	HARS	140674256	140691303	12
5	HARS	140674256	140691303	12
5	HARS	140674256	140691303	13
5	PCDHGA4	141355107	141511172	4
5	PCDHGB3	141370394	141511172	4
5	PCDHGA9	141402952	141511172	4
5	TNIP1	151030712	151063723	16
5	TNIP1	151030663	151065094	15
5	TNIP1	151030712	151065094	16
5	TNIP1	151030641	151065094	17
5	GRIA1	153490888	153811224	15
5	GRIA1	153492198	153811224	16
5	GRIA1	153492198	153811224	16
5	GRIA1	153494052	153811224	15
5	PWWP2A	160078154	160119387	3
5	NOP16	176383980	176388538	5
5	OR2V1	181124356	181125303	1
6	GMDS	1624168	2175942	11
6	TBC1D7	13305100	13326897	6
6	JARID2	15468564	15520250	14
6	STMND1	17102257	17130880	5
6	KIF13A	17951362	17987462	3
6	E2F3	20403814	20490429	7
6	ZSCAN31	28326165	28327436	2
6	ATAT1	30626885	30643561	10
6	MUC22	31010706	31034937	4
6	APOM	31656573	31658088	5
6	C4A	31982107	32002539	40
6	HLA-DQB1	32660235	32666606	6
6	RXRB	33194681	33200475	10
6	DAXX	33318742	33321548	6
6	GRM4	33990597	34069896	10
6	GRM4	34022820	34103699	10
6	GRM4	34022820	34110670	10
6	GRM4	34022820	34155389	9
6	SPDEF	34538273	34544454	4
6	TAF11	34878663	34887956	4
6	TCP11	35118268	35136152	8
6	TCP11	35118268	35141228	9
6	TCP11	35118268	35141228	9
6	TCP11	35118268	35141228	10
6	PTCRA	42916069	42925681	5
6	PTCRA	42916069	42925681	3
6	PTK7	43076883	43160880	20
6	CLIC5	45912709	46015541	6
6	RCAN2	46223140	46456975	4
6	ANKRD66	46746921	46758920	5
6	ZNF451	57090253	57102095	4
